Review	Sentiment
gulas stigao hladan...	0
Super hrana!	1
kao sto sam vas nekada hvalio,sada vas kudim. Corba nije obojena voda,a ako stedite na salvetama ni ne zelim da pomisljam kako stedite na drugim stvarima.	0
Hrana je ukusna, osim pomfrita koji je bio dosta loš. Velika zamerka za pakovanje. Hrana koja je došla do nas je bila mnogo ugnječena, pogotovo pomfrit koji je bio upakovan sa sosom u papirnu kesu.	0
Opet kazem da dostave i gotovinski - ma jok... niko to tamo ne cita ;)	0
Najbolja pica u gradu :)	1
Pica je bila dobra, ali palačinka nije nikakva. Ocena 2+	0
Veoma ukusna pica, a takođe i jako brza isporuka.	1
Odlicno preporuke 10+	1
"Rekao sam da bude ""baš baš reš"" i takva je i bila. Super je kad restoran sluša uputstva."	1
Osrednja pica.	0
Potvrdili su mi dostavu za 60 min plus je kasnila 30 min.	0
Uzeli smo wellness piletinu, porcija je premala, ukus los, ne vredi ni 100 din a ne 500.	0
Znaci za svaku pohvalu od svih restorana iz kojih sam narucivao  Pereca ima ubedljivo najkvalitetniju kako hranu tako i uslugu,cista desetka.Moja preporuka svima..	1
Kao i uvek odusevljena	1
"sve pohvale, teleca corba je prava ""kafanska"" i rostilj je odlican."	1
na akciji utorkom, nit jeftinija, niti bolja pizza	1
Cobra je izvrsna a ogroma minus za to sto su promasili izbor jela.Narucila sam kalemegdansku piletinu a dobila sam obican pileci file i to neukusan ,gori ne moze biti.necu ovde vise narucivati	0
Teleća corba izvrsna, izuzetno ljubazni i brzi. Topla preporuka	1
Sve preporuke, kvalitetno, bogat izbor i odlicna usluga.	1
Extra brzo i ukusno	1
Dobar rostilj. Potseca me na Vajat sa Autokomande. Dzambo pljeska je stvarno ogromna. Otelio sam se dok sam je pojeo... Svaka cast!	1
Sjajno, uvek stigne toplo i pre vremena. :)	1
Porudžbina je stigla za 90 minuta u odnosu na najavljenih 45 minuta za dostavu. Uz razumevanje zbog lošeg vremena, svejedno bi bilo  korektno javiti da će biti kašnjenja, posebno tolikog.	0
...šta da kažem...neću više naručivati pizzu...	0
nezamenjivi	1
Curry,Bolognese,Prosciutto.Sve tri odlicne.Probacemo ostale :)	1
Svaka Vam čast! Brzi ste, efikasni, hrana je veoma ukusna i svežih sastojaka puna.	1
Kao uvek :)	1
... firma koju koristi Mali Princ za dostavu nije. Vrlo neljubazni, a pritom skupi. Ne vidim potrebu za tim.	0
Cetvrtak, vreme rucka, jedan dostavljac, 20 cevapa se ceka sat ipo, 3 kilometra razdaljina.	0
odlična hrana I brza dostava	1
ok je sendvic, nista posebno..	0
dve slane palacinke i carciki salata. Hrana je odlicna, vreme dostave ispostovano, kolicina je ok.	1
Vec duze vreme samo ovde narucujem pice, margarita mi je omiljena, palacinke su takodje super a dostava je jako brza kao sto sam i napisao gore :)	1
Burger fantastican,sosovi i sve sto ide uz njega,suvisno je dati bilo koju zamerku.Nerazumem ljude koji  porucuju dva puta i treci put nedobiju dostavu.Sta je pisac hteo reci.	1
drugi put da se naruci klopa i da se nesto zaboravi...Prvi put somun,a sad salata. Sjajno ako neko moze da jede rostilj bez hleba i salate nek se javi.	0
Ukusna pica klemenca, tanko testo ukusno, hrskava korica, rukola odozgo, uhh bas je bila ukusna. Stigla na vreme topla. Stvarno sve kako treba.	1
Hrana je bila topla i ukusna!	1
Ovo je vec neki put da narucujem i uvek stize na vreme topla i dobro napravljena  sve pohvale nastavite ovako.	1
Extra nemam reci. Pilece belo je vrh!	1
Pa prosecna hrana mnogo zacinjeno.Porcije dovoljne ali nigde ne pise da mogu i nudle da idu uz jelo.Pirinac i ne volim bas.Decko dosao na vreme i jako ljubazan.	0
Stigli na vreme, ali pica je bila hladna, korica je postala zilava. Takodje ono sto je ovde 42cm, priznajem nisam premerio, ali ostali smo gladni, sto se inace ne desava. Prvi i poslednji put.	0
stigli hladni cevapi	0
sve odlicno, brza dostava	1
2 masline su i previse za ovu velicinu pice, raznosac dolazi peske sa hladnom picom, pica ne izgleda sveze vec suvo. zaista nemam ni jednu pohvalu.	0
Veoma brza dostava 20 min, hrana fenomenalna!	1
Pasta ok, pica nikad gora....pregorela sa svih strana. Vreme isporuke ispostovano.	0
Kao i svaki put, najbolja hrana, narucujemo redovno. Svaka cast, samo ovako nastavite!	1
Hrana je stigla za 65 min-sto je ok. Problem je sto je corba stigla hladna, takodje i piletina sa susamom, pomfrit i palacinke. Misljenje: necemo vise narucivati... :-(	0
Kao i uvek - odlicno, ukusno i brzo	1
Odlica kapricoza, vrlo bogata dodacima. Porudzbina je stigla tacno na vreme.	1
... ne stave uvek ono sto ste trazili, a prosli put su mi obracunali 2 pirinaca (koja sam porucila), a dobila sam samo 1! A za reklamacije nema mogucnosti.	0
Kvalitet nije los, ali ovo je najmanja pica za ove pare, plus nema poklona koji svi ostali daju (kolac, palacinka...). Narucila sam bila sok, a doneli su mi gazirani Sprite, koji ne pijem.	0
sve pohvale :)	1
Jako losa i bezukusna Capricoza.U odnosu na cenu pice, kvalitet je jako los.Sugurno necu vise narucivati iz ove picerije.	0
Narucila sam piletinu sa povrcem i povrce na grilu posebno. doneli su samo piletinu sa pivrcem, a naplatili i jedno i drugo. bezveze	0
dobio sam zivo meso!	0
Tri puta sam naručio. Jednom su kasnili 40 min, a drugi put 30 min.	0
Hrana ok ali ima i boljih...	0
Veoma kvalitetno meso, cene vise nego ok, i ekspresna dostava! Sve preporuke zaista!	1
Ja sam zaista prijatno iznenadjen ovim restoranom. Cene su savim korektne, a hrana je veoma ukusna (bar ovo sto sam probao = sis cevap i pileci sendvic).	1
Sve je top, predobra hrana, brza dostava...	1
"Za razliku od ostalih ""kineza"" koji samo trpaju kupus, Soya ume da iznenadi dobrim ukusom i kvalitetom hrane. Ovo nisu klasicni kinezi, ovo je zaista totalno druga prica."	1
lazanje i bolonjeze su ok,ali je piroska spolja zagorela a iznutra totalno ziva!!! ocajna je skroz!!! nije  ni za psa iz dvorista komsijinog!!!!  blago receno,uzas!!!	0
Morali su bas bas onako jako da se potrude da pasta sa piletinom bude ovoliko bezukusna! I palacinke isto, nikakav ukus nisu imale.	0
Sve pohvale ;)	1
picaa savrsena, isporuka cak i pre naznacenog vremena. sve 5.	1
Moze da prodje.. Toliko..	0
Testo jako lose. Molim vas, ali zaista vas molim, nemojte ovoliko na siru stediti. Pa ipak je pica u pitanju. Zaista sam razocaran ovom picom sto ste mi isporucili. Sramota.	0
Extra hrana za svaku pohvalu	1
Ocekivala sam vise, nisam zadovoljna ni hranom, ni velicinom porcije ni cenama. Jedino je dostava bila tacna u minut.	0
Svaka cast!	1
Pohvale za veličinu porcije i brzinu isporuke. Kvalitet mesa i količina mesa veoma loše!	0
Odlicna kuhinja	1
odlicna pizza, kvalitet i kvantitet.	1
Sve je stiglo na vreme, toplo i ukusno.	1
Hrana je kasnila 30min i stigla je potpuno hladna. Lepinja je bila lepa, meso je bilo ok, prilozi bezukusni. Necu ponovo narucivati.	0
odlično sve	1
Sasvim okej rostilj, solidno vreme dostave, def cemo naruciti opet	1
Pica bi bila zaista ukusna... da nije zagorela do crnila odole. Od gore je tek prepechena....	0
Isporuka brza, salata bogata piletinom i veoma ukusna. Palacinka lepo filovana. Preporuka!	1
pokusajte negde drugo. Usluga odlicna zato mi zao da pisem lose....Trude se	0
Naredio sam 4 fromaggi, imao sam 4 staggioni..	0
"Katastrofa, ne ovde vise nikad, zaposleni se obracaju musterijama sa ""brate""."	0
OK... Ali daleko od dobrog	0
više nas se skupilo i kupilo i stigli su sa gomilom hrane i brže nego što su se najavili!	1
Jeo sam 2-3 puta razne pice. Piva ko pica nista specijalno ali ok je. Ali cene su previsoke	0
Salata bez hobotnice. :(	0
no salt..why?anyway it was good.	0
Narudžbina kasni, proteklo je 45minuta od naručivanja, a pritom je i to dugačak vremenski period za brzu narudžbinu.	0
Zivim u centru i bukvalno na 10 min od restorana a opet im treba po 2 sata da stigne hrana,i stigli su mi pregoreli bataci	0
Stigla hladna hrana za sat vremena, vreme dostave bilo 75 min. Za zaborav.	0
could have had more vegetables and meat	0
odlican kvalitet ali minijaturna pizza za te pare.... veliko razocarenje	0
kolaci top!	1
Iskreno najbolja pica koju sam pojeo u poslednjih godinu dana. Dostava i pre navedenog vremena.	1
Veoma brza dostava, perfektna hrana, sveza, vruca i ukusna, dostavljac i osoblje izuzetno ljubazni! Za svaku preporuku!!!	1
sve naj naj	1
Good prices, but not good food.. Will not order from here again	0
pica dostavljena na pogresnu adresu, dodaci za picu koji su naruceni uoste nisu stavljeni.	0
Pica, kaprićoza, standardno dobra. Dostava kasnila par minuta, ali ništa strašno, pica vruća i ukusna.	1
Veoma razocaran, velicina punjene vesalice je blago receno smesna	0
Nećete opstati u moru dobrih ponuda ako radite na kratke staze.	0
Dobro testo, ali pica ne vredi tih para. Testo nije dobro pokriveno sastojcima.	0
piletina sa mocarelom stigla bez mocarele isprevrtana prosuta i hladna,hrana bez nekog ukusa	0
45min. dostava..	1
Sve je bilo odlično i hrana i usluga. Preporučujem svima.	1
Brza dostava, topla i ukusna pica. Svaka preporuka	1
Pizza vegetariana jako siromasna kao da je zima pa je skupo povrce. . palacinke od neverovatno gumastog testa, kao zvaka. sve u svemu nedovoljno.	0
pica stigla hladna i sa zakasnenjem kackavaj masan verovatno onaj najjeftiniji...jako razocarenje od ove picerije....	0
Realno za 590 dinara je slabo..Ima dosta al bez ukus bar meni.Za tu cenu nije fora samo nabacati svega...plus je dostava kasnila pa je sve bilo gnjecavo..	0
Giros preukusan, stigao i pre vremena, vruć!!! :) Velika porcija! Sve pohvale, zaista!	1
Naravno, moram da se zahvalim Vašoj kući na iznenadjenju..... Hvala.... Hrana je bila više nego ODLIČNA	1
Najbolja margarita! :)	1
Sve pohvale za restoran! Hrana je došla pre nego što je planirano, i dalje topla i odvojena u posebne plastične činije. Od mene sve pohvale!	1
Drugi put narucujemo. I treći put ćemo.	1
Supa je dobra, ali musaka je uzas.	0
Stigao je Sendvic koji je bio znatno manji nego do sada i pomfrit mislim da je malo veca porcija, palacinke nisam dobio a platio sam 530, o cemu se radi ovde, ranije je sve bilo mnogo bolje!	0
Odlicna hrana! ljubazni dostavljaci! pizza diavola preporuka.	1
"potpuno razočarenje,..........kao da sam u pekari naručio picu..........testo mekano i ""prokuvalo""........sastojci nikakvi.........ova picerija od mene neće dobiti nijednu preporuku..........."	0
Odlicno , brzo i ukusno	0
Sve za 10!	1
NEZAMENJIVI SVE JE PREUKUSNO. PICE PALACINKE BURGERI NAJ STE :))))	1
Hrana je sasvim korektna a cena je niska! moja preporuka	1
very good service. I was very picky but they managed to get my order correctly. it was delicious.	1
Nisam bio zadovoljan slanim palacinkama, bas su osrednje. Slatka palacinka je bila ok ali nesto manja od ovih slanih. Dostavljac nije imao kusur pa je isao po kraju da trazi pa je nasao na kraju.	0
Hrana kasnila 35min, lepinja izgorela, sve bas lose...	0
Hrana nije dostavljena. Posle 1h 50 min otišao sam do pekare. (vreme za dostavu 60 min). Niko nije javio zašto i koliko kasne.	0
pica je bila raspadnuta....od voznje je u svim picama sastojci bili na jednoj strani....ne ponovilo se	0
Paste sa 4 vrste sira je odlična! Ukus sosa je mnogo lepši nego na većini mesta! Cene su prihvatljive.	1
Stiglo za sat i po, duplo vise vremena nego sto su najavili. Ohladilo se sve pa je bilo onako...posebno krompirici...	0
Pola hrane je bilo pogrešno napravljeno, i neoprostiva greška je staviti čokoladnu umesto nutele u naručenu porciju nutele i plazme	0
Najeo se od jednog komada, sve pohvale.	1
exstra klopa exstra cene i jos popust EXSTRA	1
Pasta je vrlo ukusna, velika je porcija. Neobicno ali vas ova pasta drzi sitim oko 6h. Brza isporuka koja je stigla za 20-tak min.	1
Za svaku pohvalu.	1
Brza dostava, odlicna hrana!	1
Kvalite je kao i uvek odliča, ali sada imam veliku primedbu. Kifla je bila ugljenisana i ne znam kako ste mogli uopšte tako da pošaljete.	0
Pečuraka prstohvat, od povrća samo kupus i eventualno poneka šargarepa. Soja sos? Ne postoji. Toliko je razblažen da je obojena voda. Sve u svemu bacanje para.	0
Poručili smo punjeni pileći file, veoma dobar, nije se štedelo na prilozima :)	1
vrh su stvarno i ljubazni	1
Nisam zadovoljan ovim restoranom... Cekao sam isporuku vise od sat i 30 minuta iako je vreme dostave bilo 45 minuta... Takodje jelo smo dobili hladno ne bas preterano dobrog kvaliteta...	0
sve ok braco moja mila	1
Kapricoza je bila odlicna a palacinke su bas bogate nutelom, kao sto volim.	1
NIsam skoro jela nista ukusnije! Porucujem ponovo!	1
mleveno meso je veoma loseg kvaliteta. uz rostilj nam nisu poslali lepinje koje smo porucili, ali decko koji je doneo hranu je bio vrlo ljubazan pa je otisao do pekare da kupi lepinje.	0
tople preporuke za kuvana jela. Domacinski restoran :)	1
SUVO I DOSTAVLJENO BEZ KROMPIRA KOJI IDE UZ OVO JELO	0
Pica po nasem ukusu, tanka kora I puno fila. Jedna od najboljih picerija na donesi.com.	1
Od 45 min stigli za 30, pica topla, ukusna.	1
Čekali smo više od sat i po vremena na picu! Stigle su tople, ukus je solidan, ali vreme dostave je nedopustivo! Mislim da je ovo bio poslednji put da naručujem	0
Narudzba je stigla kroz sat i po, indexi hladni. Povrh svega naruceni pepsi nije stigao. Bar toliko mozete ispostovati.	0
Hrana je stigla tek posle sat i po vremena, a pritom su zaboravili da spakuju jedan obrok, koji je stigao posle narednih sat i po vremena...	0
odlicni su	1
Preporučujem	1
Moja narudžbina je trebala da stigne oko 19:20. Kasne pola sata, a vreme dostave je oko 40 minuta. Usluga je KATASTROFA. Poslednji put poručeno ovde.	0
generalno nema dobre klope u 3 ujutru za moj kraj (nbg). Ali jos kada dobijem hladnu picu.. ...smor.	0
Dostava stigla za pola sata, topla, preukusna pica :)	1
Margarita kvalitet kackavalja nula, testo zagorelo, nista bolja nije ni vegeterijana. Samo je dostava na vreme!!! Uzas	0
Doneli su mi spicy potato wedges, umesto potato smiles koje sam naručila (10 dinara razlike). A bečka je bila izuzetno mala. Odmaram malo od Mangiare-a....	0
Vrhunski kvalitet kao prvog dana kada su počeli sa radom. Usluga skladna današnjem načinu poslovanja. Perfektno. Za svaku pohvalu.	1
Mlake, pune kecapa, nisu dobro ispecene. Tuga!	0
U sendvičima nije bilo dovoljno priloga, zelena salata naručena ali nije stavljena. Takođe, u šunkarici je ostao komad plastike od ambalaže. Sve u svemu - NIKAD VIŠE!	0
bez konkurencije na brdu	1
Sve ok i ukusno, jedva cete pojesti	1
Hrana je stigla pre naznačenog roka. Veličina porcija je odlična. Sve je bilo vruće i taman kako treba!!	1
Ovo stvarno vise nije uredu. Vas sam stalni narucilac, i svaki put kasnite minum po pola sata od napisanog vremena. Ovo vise nema smisla!!! Ovo je mozda i poslednji put da narucujem kod vas	0
Ovoga puta uredjena drugacije ali i dalje predobra pizza. Jedini predlog je da se meso malo usitni kako se ne bi povuklo u jednom zalogaju ako se ne prirdzava prstima na pizzi :)	1
Teleci kotleti na kajmaku su nesto najlepse sto sam jeo u poslednje vreme.Spremljeni izvanredno. Socno i nezaboravno. Cena korektna. Usluga brza od predvidjenog vremena. Jednom recju -izvanredno !	1
hrana dostavljena posle sat i po vremena hladna	0
Hrana ukusna,brza isporuka,sve preporuke	1
Beef Chilly toliko dobro zvuci da cete se razocarati kada stigne nesto poput loseg pokusaja kineske kuhinje... mozda bi bila bolja ocena da nisu napisali da je ljuto jer uopste nije...	0
Super pica i dostava tacno na vreme , sve pohvale !	1
Porcija sa pilecim fileom je odlicna (salata, pomfrit i naravno meso), dok je tortilja mozda prenatrpana sirom pa se ne oseca toliko ukus piletine, sve u svemu zadovoljan sam	1
Imao sam utisak da jedam podvarak a ne kinesku hranu.	0
prvi put narucio kod njih. king pizza odlicna. brzo isporuceno. sigurno cu ponoviti	1
ODLIČNO!!!	1
Salata bez dresinga!!! Pica hleb bajat kao žvaka.	0
Brza dostava, hrana na skali od 1 do 10, je jedva 5. I dostavljac se ponasa kao da mu je pistolj prislonjen na glavu. Ponasalje 0.	0
Jedna od najboljih pasti koje sam jeo! Sve pohvale :)	1
Katastrofa od hrane.....užasno masno,slano...	0
narucio sam palacinku sa kremom,plazmom i ananasom,a dobio samo sa kremom	0
Dobra hrana, porcije odlicne i odlicna cena. File soma je plivao u ulju, sve ostalo ukusno i vruce. Dostava stigla za duplo manje od navedenog vremena	1
je potpuni uzas, nista nalik na hranu koja se nudila ranije.	0
kobasice odlicne,ali trebate se malo potruditi za svezije pecivo kao i kari sos,bas kao u Bavarskoj	0
Pica se uzasno oseca na cigarete.	0
Vrlo ukusna pica! Brza i besplatna dostava.	1
Brza isporuka i ukusna hrana. Sve je odlicno. Preporuka za giros.	1
Iskreno mislim da nema potrebe komentarisati hranu koja je toliko kasnila i stigla hladna ...	0
Super klopa:) *cevapi su vrh, obzirom da je dostava u pitanju sve kako treba..	1
Nije loše, ali je stiglo potpuno hladno	0
Rub punjen sirom naručen, naplaćen ali ne i isporučen. Ali je bica bila baš, baš reš kao što sam i tražio, pa ne mogu da se ljutim na njih :)	1
Pirincane nudle sa teletinom srednje ljuto i rolnice sa povrcem... bas onako kako treba da bude...bravo!!!	1
Na zalost dosta lose, narudzbina- teletina sa kamenicama	0
Kineska hrana bez povrća, ko li je to smislio. Piletina sa kikirikijem je upravo to - piletina sa kikirikijem. Dosta kikirija.	0
Savrsena. Preporuka	1
Prepuno pirinca	0
Ovo nisu spagete uopste, ovo je supa sa rezancima! Sos je katastrofa, ni ne lici na karbonare. Ljudi ako ne znate nesto da napravite nemojte ni da stavaljte u meni!	0
The Royal Mix Sashimi was very thinly sliced, except for the Tuna.  Everything else was not bad, but not exceptional otherwise.	0
Fenomenalno	1
kvalitet hrane varira, restoran bolji od dostave	0
Došli su i nekoliko minuta pre roka. Hrana je bila super, porcije su obilne. Sve preporuke!	1
Klopa je super, pristojne porcije za pristojne novce :)	1
Stiglo pre nego sto je najavljeno, ukusno kao i uvek...	1
2 sata sam cekao i na kraju jeo hladno... ne hvala, vise nikada!	0
Ako bi mogao da ne bude više od 45 minuta bilo bi sjajno.	1
Stiglo sa kašnjenjem poluhladno i BEZOBRAZNO naplatili dostavu iako se reklamiraju da preko 1000 din narudžbe nema plačanja dostave. Prvi i poslednji put kod njih naručujemo.	0
Posle 10-ak minuta čekanja na Donesi.com da prihvati porudžbinu, Burger Girosu je trebalo 71 minut da obavi isporuku! Dakle ukupno čekanje na hranu 81 min. Pa vi izvolite!	0
im je bila vrhunska. uzivali smo. preporucujem velike kolicine pomfrita!!! :-)	1
Hrana dostavljena je hladna, lepinje bar 3 dana stare, i ne dovoljno priloga.	0
meso je bilo jako ukusno. cene mogu da budu niže, a porcije veće. stiglo je polu hladno..	0
Odlicna corba, sve pohvale. Palacinke isto tako.	1
"Najblaze receno ""Nabacano pa izmuckano"", a pored toga i hladno."	0
prvi put narucujem odavde, i imam samo pohvale, pica stigla tacno kad je najavljena, testo tanko i hrskavo kako volim, priloga sasvim dovoljno, lepo spremljeno i ukusno, tako da nemam nikakve zamerke	1
dostava kasnila 35 min! neozbiljno	0
Odlicna pica, madjarica - utorkom na akciji, tako da je i cena odlicna. Usluga super. Sve preporuke.	1
Filovana palacinka, veliko razovarenje, s obzirom na to koliko smo zadovolnji ostalom hranom. Testa previse, nadeva premalo, i nije bas najukusniji.... palacinku svakako ne preporuvujemo	0
Ranije je hrana bila super,ali veceras je sramota sta sam dobio.Podgrejana bajata kifla i zagorela kobasica!	0
Ukratko - odlična!!! Sve preporuke!	1
za sve picerije koje sam probao, najbolja u gradu	1
nije losa pasta	0
Preporucujem, pica je odlicna, usluga veoma brza, osoblje ljubazno.	1
Bolje na izgled nego na ukus.	0
Usluga je ok stigli pre vremena. Hrana onako previse srpska nema tu nista meksicko nikakav zacin nista	0
Porcije su extra, prebranac sa kobasicom vrhunski kao i spanac sa fasiranim.. uz corbu nije se moglo sve pojesti posto je kolicinski sasvim zadovoljavajuce.. definitivno  ponovo narucujem :)	1
Pica je kasnila 40 min.Stigla je hladna,zilava, jako siromasna sastojcima i falila je slanina a narucili smo Leonardo picu-slanina,kulen,suvi vrat...	0
Taman kako treba, odnos kvalitet-cena savršeni.	1
Pica je odlična!	1
Kao pizza majstor, preporucujem.	1
Hladno, prijalo, stigli 20 minuta pre roka, pica savrsena, svaka cast!	1
nisam dobila sos niti paradajz! ali je giros bio ukusan	0
Porucena su dva jela i pirinac. Dva jela smo dobili, pirinac ne. Naravno, uredno je naplacen.	0
Odlicna hrana brza isporuka, jeftine cene.	1
pica je stigla vise kuvana nego pecena. Jedva da je bila jestiva. Pored kuvanog testa od ukusa se mogao osetiti samo sir i pecurke.	0
Strasno, platis 710 dinara i dobijes nesto sto dete od 30 kilograma moze da pojede za uzinu, toliko smo se razocarali u ovo malo stvorenje koje je doneo dostavljac. Nikad manju picu video nisam.	0
Musaka sa tikvicama preukusna. Pire i gulas takodje. Prezadovoljni smo. Narucicemo ponovo!	1
Moram da priznam da je hrana dosta ukusna i da je stigla topla i na vreme ali velicina porcije je sramota za 700 din. pogotovo sto se osecam kao da nisam ni uzinao	0
Isporuka kasnila pola sata, meso suvo I prepeceno, porcija minimalna. Pomfrit uzegao.. u kompletu razocarenje.	0
Odnos cene i kvaliteta je vise nego za preporuciti, za taj novac nigde necete naci bolju hranu, dostava tacno na vreme, zaista sve pohvale.	1
Puno pirinča uz malo sosa i loš ukus. Veoma suvo. Za tu cenu jeli smo mnogo bolju i ukusniju kinesku hranu.	0
Nezadovoljavajuce	0
Pileci file mekan i socan ..sopska salata sveza i hladna..stigli su na vreme  i sve je bilo ok	1
Kao prvo, na slici možete videti koliko soseva tu ima koji su spojeni i gube svoj ukus, nemaju nikakvu namenu jer je to jedan ružnni sos, a ne 3 različita.	0
Cesto narucujemo kod njih i hrana bukvalno uvek stigne pre procenjenog vremena. Porcije su bas prilicno velike a sve sto smo do sada porucivali je bilo preukusno!	1
Do sad smo bili uvek zadovoljni ali ovaj put je domaca lepinja bila izgorela, pljeskavica ustajala kao da su je samo ugrejali, uzas.	0
kolenica je odlicna sam naridzbina nije ispostovana	0
Stigli na vreme, hrana ukusna i prilično raznovrsna. Teletina malo masnija, ali svakako nemamo velikih žalbi.	1
Nisu stavili sve priloge, iako je detaljno opisano kako da se stave.	0
odlicna pica i odlicne palacinke	1
Jako ukusno!	1
Narucio sam hranu u 14:15, stigla je u 15:45!!! Super ste samo tako nastavite :)	0
Stigli cak i koji minut ranije,, sis odlican, sve preporuke :)	1
Ćevapi su bili nekako suvi...	0
Prošle nedelje došli iz Azije pa naručili da se malo podsetimo, ali ništa od toga. Niti Azije niti kulinarskog užitka.	0
Najgora hrana sto sam pojeo u zivotu	0
Nula. Pica hleb, masnjikava, tri masline, list prsuta, travke.	0
Pica Freshly made kasnila 15 minuta. Feferone nisam nasao. Sto se ukusa tice... slobodno mozemo reci da nisu najbolji u gradu	0
brza dostava,prihvatljive cene jer je obimna porcija,sve sto sam narucio stiglo je na vreme,uvek toplo i ukusno,uglavnom kod njih narucujem i nastaviT cu :D	1
Paste su odlicne, hrana dolazi super topla i na vreme, dostavljac i vise nego ljubazan. Posebni uslovi ispostovani. Sve 5 !	1
prezadovoljan sam i uslugom i hranom.	1
Porudžbina je stigla pre roka. Hrana izuzetno ukusna.	1
Narucivao vise od pet puta i svaki put je sve bilo odlicno.	1
Ukus ni na sta nije licio. A nije ni prvi put da se desava.	0
Odlicna klopa i velike porcije. Stiglo na vreme. Sve preporuke	1
Male porcije, nedovoljno mesa, nema kikirikija...	0
Sve stiglo u roku, toplo iako je napolju padala kisa i bilo hladno. Dostavljac extra ljubazan, hrana preukusna, svaka cast!!!	1
Stigla vrela i jako ukusna, Bogata sastojcima :-)	1
Posle sat i 40 minuta....Hladna piletina i pomfrit...Šta reći...	0
Sve pohvale i preporuke! :)	1
pripremite tacan iznos za dostavljaca	0
Pica od 32 mi trajala za dva ručka a mogu da pojedem dobro.	1
Narucile smo rolnice i pirinac sa povrcem i jajima i pirinac kari. Sve je stiglo brzo i na vreme. Hrana je odlicna. Bas smo se najele!	1
